sha256,size_bytes,copy_count,source_relative_path,destination_relative_path
49738ba6f18c56e45332ffe71ac892a80c328912af4bda6a76754f9013110c4e,40236,2,operations/templates/06-Ministry/MIN-VER-F-001-Good-Standing-Verification.docx,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/operations/templates/06-Ministry/MIN-VER-F-001-Good-Standing-Verification.docx
4992c4a901a8e1138649c5e4afc5a76f013ad23bf2e0e7ce03c3fdb99db47106,985,2,institutional_integrity/institutional_integrity_v0_3/recordbook/60_authority_and_access_register.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_3/recordbook/60_authority_and_access_register.md
4992c4a901a8e1138649c5e4afc5a76f013ad23bf2e0e7ce03c3fdb99db47106,985,2,institutional_integrity/institutional_integrity_v0_4/recordbook/60_authority_and_access_register.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_4/recordbook/60_authority_and_access_register.md
4a02c5bed88c5203428efc35b4d6d9f89bd00ced9699d799d972311f298fe242,41687,2,institution/02-constitutional/SUCC-001/0.1.0/SUCC-001-Leadership-Succession-Code.docx,04_INSTITUTION_AND_GOVERNANCE/institution/02-constitutional/SUCC-001/0.1.0/SUCC-001-Leadership-Succession-Code.docx
4a02c5bed88c5203428efc35b4d6d9f89bd00ced9699d799d972311f298fe242,41687,2,SUCC-001-Leadership-Succession-Code.docx,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/top_level_institutional_exports/SUCC-001-Leadership-Succession-Code.docx
4b75c4e7a4f9c83020769eb669718ffe74979fff2329db255210468b053559b6,1271,2,community-platform/node_modules/@supabase/auth-js/dist/main/lib/error-codes.d.ts.map,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/auth-js/dist/main/lib/error-codes.d.ts.map
4b75c4e7a4f9c83020769eb669718ffe74979fff2329db255210468b053559b6,1271,2,community-platform/node_modules/@supabase/auth-js/dist/module/lib/error-codes.d.ts.map,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/auth-js/dist/module/lib/error-codes.d.ts.map
4b7f9583688ca034af016e278ec5b5e74760c7d1413e719d3b3cde8ecf856678,213,2,community-platform/node_modules/next/dist/api/navigation.react-server.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/api/navigation.react-server.js.map
4b7f9583688ca034af016e278ec5b5e74760c7d1413e719d3b3cde8ecf856678,213,2,community-platform/node_modules/next/dist/esm/api/navigation.react-server.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/esm/api/navigation.react-server.js.map
4d6342705767832f299b9a59c28e4275bcf02db19472732f93f67d979441df8f,467,2,community-platform/node_modules/client-only/package.json,06_DIGITAL_PLATFORM/community-platform/node_modules/client-only/package.json
4d6342705767832f299b9a59c28e4275bcf02db19472732f93f67d979441df8f,467,2,community-platform/node_modules/next/dist/compiled/client-only/package.json,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/compiled/client-only/package.json
4e589485910cb31b2a239ddd70680a06bc1adeef950704fb27229ce655f249b2,40144,2,institution/06-templates/discipline/DISC-CLOSE-001-Case-Closure.docx,04_INSTITUTION_AND_GOVERNANCE/institution/06-templates/discipline/DISC-CLOSE-001-Case-Closure.docx
4e589485910cb31b2a239ddd70680a06bc1adeef950704fb27229ce655f249b2,40144,2,operations/templates/01-Discipline/DISC-CLOSE-001-Case-Closure.docx,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/operations/templates/01-Discipline/DISC-CLOSE-001-Case-Closure.docx
4e9ee859864ed6fb412e8d61bd1f9c86ec77823270b38088dc7c8891b4395c23,3680,2,HTERP/HTERP_v0.2/hypothesis_ledger_v0.2.md,02_RESEARCH_AND_EVIDENCE/HTERP/HTERP_v0.2/hypothesis_ledger_v0.2.md
4e9ee859864ed6fb412e8d61bd1f9c86ec77823270b38088dc7c8891b4395c23,3680,2,HTERP/HTERP_v1.4/hypothesis_ledger_v0.2.md,02_RESEARCH_AND_EVIDENCE/HTERP/HTERP_v1.4/hypothesis_ledger_v0.2.md
4eb71f44c717cbe56d636b58addb7ebfbd14664f58aebf1376317db49af29f2e,733,2,community-platform/node_modules/@supabase/auth-js/dist/main/lib/locks.d.ts.map,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/auth-js/dist/main/lib/locks.d.ts.map
4eb71f44c717cbe56d636b58addb7ebfbd14664f58aebf1376317db49af29f2e,733,2,community-platform/node_modules/@supabase/auth-js/dist/module/lib/locks.d.ts.map,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/auth-js/dist/module/lib/locks.d.ts.map
4ec3d4c66cd87f5c8d8ad911b10f99bf27cb00cdfcff82621956e379186b016b,765,2,community-platform/node_modules/next/dist/compiled/semver/LICENSE,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/compiled/semver/LICENSE
4ec3d4c66cd87f5c8d8ad911b10f99bf27cb00cdfcff82621956e379186b016b,765,2,community-platform/node_modules/semver/LICENSE,06_DIGITAL_PLATFORM/community-platform/node_modules/semver/LICENSE
4f1bad288ada6326583a3e6a0a54d7627a03eac3b668adeea9dded12ac5656b8,11,2,community-platform/node_modules/@supabase/supabase-js/dist/tracing.d.cts,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/supabase-js/dist/tracing.d.cts
4f1bad288ada6326583a3e6a0a54d7627a03eac3b668adeea9dded12ac5656b8,11,2,community-platform/node_modules/@supabase/supabase-js/dist/tracing.d.mts,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/supabase-js/dist/tracing.d.mts
50352470b4ab8f6f3360d7cb10d4e35149beb2babc81aa0d43288d34284d6ec6,146,4,forms/28_evidence_log.csv,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/forms/28_evidence_log.csv
50352470b4ab8f6f3360d7cb10d4e35149beb2babc81aa0d43288d34284d6ec6,146,4,institutional_integrity/institutional_integrity_v0_2_release/modular_source/forms/28_evidence_log.csv,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_2_release/modular_source/forms/28_evidence_log.csv
50352470b4ab8f6f3360d7cb10d4e35149beb2babc81aa0d43288d34284d6ec6,146,4,institutional_integrity/institutional_integrity_v0_3/forms/28_evidence_log.csv,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_3/forms/28_evidence_log.csv
50352470b4ab8f6f3360d7cb10d4e35149beb2babc81aa0d43288d34284d6ec6,146,4,institutional_integrity/institutional_integrity_v0_4/forms/28_evidence_log.csv,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_4/forms/28_evidence_log.csv
50d1f547cadbcda35ee45e71971856d86a7e88ae8b9512a799b1d5aaff471386,40375,2,Church/CH-045-Political-Campaign-Compliance-Policy.docx,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/Church/CH-045-Political-Campaign-Compliance-Policy.docx
50d1f547cadbcda35ee45e71971856d86a7e88ae8b9512a799b1d5aaff471386,40375,2,institution/05-operations/compliance/CH-045-Political-Campaign-Compliance-Policy.docx,04_INSTITUTION_AND_GOVERNANCE/institution/05-operations/compliance/CH-045-Political-Campaign-Compliance-Policy.docx
516510063b41dc6b0507444e8f3e060d1e8247bcd78e8a3e646b7f2517d27104,289566,2,institutional_integrity/institutional_integrity_v0_3_release/01_current_baseline/day_one_integrity_operations_manual_v0_2.pdf,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_3_release/01_current_baseline/day_one_integrity_operations_manual_v0_2.pdf
516510063b41dc6b0507444e8f3e060d1e8247bcd78e8a3e646b7f2517d27104,289566,2,manuals/day_one_integrity_operations_manual_v0_2.pdf,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/manuals/day_one_integrity_operations_manual_v0_2.pdf
516a08c06660cddb50d5f30ccac29a0514b05724956a11e8a7e6b799f2e1ab72,28,2,community-platform/node_modules/@img/sharp-libvips-linux-x64/lib/index.js,06_DIGITAL_PLATFORM/community-platform/node_modules/@img/sharp-libvips-linux-x64/lib/index.js
516a08c06660cddb50d5f30ccac29a0514b05724956a11e8a7e6b799f2e1ab72,28,2,community-platform/node_modules/@img/sharp-libvips-linuxmusl-x64/lib/index.js,06_DIGITAL_PLATFORM/community-platform/node_modules/@img/sharp-libvips-linuxmusl-x64/lib/index.js
51dba737d764e7c687c7e5cef38bf3c7d7298976019a14c220175ff99bc89b61,589,2,community-platform/node_modules/@supabase/realtime-js/dist/main/lib/normalizeChannelError.d.ts,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/realtime-js/dist/main/lib/normalizeChannelError.d.ts
51dba737d764e7c687c7e5cef38bf3c7d7298976019a14c220175ff99bc89b61,589,2,community-platform/node_modules/@supabase/realtime-js/dist/module/lib/normalizeChannelError.d.ts,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/realtime-js/dist/module/lib/normalizeChannelError.d.ts
521c3081f0ba24ca4a6d1ad9c046ae7911c55a16c584298c6223940617387c99,284,2,community-platform/node_modules/next/dist/compiled/react-server-dom-webpack/index.js,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/compiled/react-server-dom-webpack/index.js
521c3081f0ba24ca4a6d1ad9c046ae7911c55a16c584298c6223940617387c99,284,2,community-platform/node_modules/next/dist/compiled/react-server-dom-webpack-experimental/index.js,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/compiled/react-server-dom-webpack-experimental/index.js
5223acf1a12cd453dcbf61ef59a461369cdc9557649c995a762a2a6b55981195,40569,2,Church/CH-018-Regular-Worship-Schedule.docx,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/Church/CH-018-Regular-Worship-Schedule.docx
5223acf1a12cd453dcbf61ef59a461369cdc9557649c995a762a2a6b55981195,40569,2,institution/05-operations/membership/CH-018-Regular-Worship-Schedule.docx,04_INSTITUTION_AND_GOVERNANCE/institution/05-operations/membership/CH-018-Regular-Worship-Schedule.docx
52412d7bc7ce4157ea628bbaacb8829e0a9cb3c58f57f99176126bc8cf2bfc85,1086,2,community-platform/node_modules/next/dist/compiled/jest-worker/LICENSE,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/compiled/jest-worker/LICENSE
52412d7bc7ce4157ea628bbaacb8829e0a9cb3c58f57f99176126bc8cf2bfc85,1086,2,community-platform/node_modules/next/dist/compiled/react-refresh/LICENSE,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/compiled/react-refresh/LICENSE
52d7bf389cb5ceec19de1a28fb5dbe74a792d565f4cd920621b5d6cf61f23f94,40274,2,institution/06-templates/ministry/MIN-APP-001-Candidate-Application.docx,04_INSTITUTION_AND_GOVERNANCE/institution/06-templates/ministry/MIN-APP-001-Candidate-Application.docx
52d7bf389cb5ceec19de1a28fb5dbe74a792d565f4cd920621b5d6cf61f23f94,40274,2,operations/templates/06-Ministry/MIN-APP-001-Candidate-Application.docx,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/operations/templates/06-Ministry/MIN-APP-001-Candidate-Application.docx
5306ccb85c8e678f00dc780e61c48b24c5fc2e4d3c056cb3943cdce2f8cada5e,44060,5,institutional_integrity/institutional_integrity_framework.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_framework.md
5306ccb85c8e678f00dc780e61c48b24c5fc2e4d3c056cb3943cdce2f8cada5e,44060,5,institutional_integrity/institutional_integrity_v0_2_release/modular_source/references/institutional_integrity_framework_v0_1.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_2_release/modular_source/references/institutional_integrity_framework_v0_1.md
5306ccb85c8e678f00dc780e61c48b24c5fc2e4d3c056cb3943cdce2f8cada5e,44060,5,institutional_integrity/institutional_integrity_v0_3/references/institutional_integrity_framework_v0_1.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_3/references/institutional_integrity_framework_v0_1.md
5306ccb85c8e678f00dc780e61c48b24c5fc2e4d3c056cb3943cdce2f8cada5e,44060,5,institutional_integrity/institutional_integrity_v0_4/references/institutional_integrity_framework_v0_1.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_4/references/institutional_integrity_framework_v0_1.md
5306ccb85c8e678f00dc780e61c48b24c5fc2e4d3c056cb3943cdce2f8cada5e,44060,5,references/institutional_integrity_framework_v0_1.md,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/references/institutional_integrity_framework_v0_1.md
53220a11ec9a9212e3372912f4f704c6c6e12dea2ee008ea01f4f4690936892a,101,3,community-platform/node_modules/next/dist/compiled/react-dom/static.react-server.js,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/compiled/react-dom/static.react-server.js
53220a11ec9a9212e3372912f4f704c6c6e12dea2ee008ea01f4f4690936892a,101,3,community-platform/node_modules/next/dist/compiled/react-dom-experimental/static.react-server.js,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/compiled/react-dom-experimental/static.react-server.js
53220a11ec9a9212e3372912f4f704c6c6e12dea2ee008ea01f4f4690936892a,101,3,community-platform/node_modules/react-dom/static.react-server.js,06_DIGITAL_PLATFORM/community-platform/node_modules/react-dom/static.react-server.js
5371c236791ea01a7ac4ca924615b0aa52d9f4615abde33ec04c8a170ba833f0,40443,2,Church/CH-044-Insider-and-Related-Party-Transaction-Record.docx,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/Church/CH-044-Insider-and-Related-Party-Transaction-Record.docx
5371c236791ea01a7ac4ca924615b0aa52d9f4615abde33ec04c8a170ba833f0,40443,2,institution/05-operations/compliance/CH-044-Insider-and-Related-Party-Transaction-Record.docx,04_INSTITUTION_AND_GOVERNANCE/institution/05-operations/compliance/CH-044-Insider-and-Related-Party-Transaction-Record.docx
546d1ad72fe732f98581128ccf09349a61384e3cd4caf6e4019ffc9e9df51ad4,535,4,forms/31_discipline_notice_template.md,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/forms/31_discipline_notice_template.md
546d1ad72fe732f98581128ccf09349a61384e3cd4caf6e4019ffc9e9df51ad4,535,4,institutional_integrity/institutional_integrity_v0_2_release/modular_source/forms/31_discipline_notice_template.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_2_release/modular_source/forms/31_discipline_notice_template.md
546d1ad72fe732f98581128ccf09349a61384e3cd4caf6e4019ffc9e9df51ad4,535,4,institutional_integrity/institutional_integrity_v0_3/forms/31_discipline_notice_template.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_3/forms/31_discipline_notice_template.md
546d1ad72fe732f98581128ccf09349a61384e3cd4caf6e4019ffc9e9df51ad4,535,4,institutional_integrity/institutional_integrity_v0_4/forms/31_discipline_notice_template.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_4/forms/31_discipline_notice_template.md
5483e3295dc35dfe29ea932efc85341c916f10ff78ff5b0e965e003710893a4a,96,2,community-platform/.next/dev/static/development/_clientMiddlewareManifest.js,06_DIGITAL_PLATFORM/community-platform/.next/dev/static/development/_clientMiddlewareManifest.js
5483e3295dc35dfe29ea932efc85341c916f10ff78ff5b0e965e003710893a4a,96,2,community-platform/node_modules/next/dist/bundle-analyzer/_next/static/JlFZhnlf12ZVFXnzUlVmH/_clientMiddlewareManifest.js,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/bundle-analyzer/_next/static/JlFZhnlf12ZVFXnzUlVmH/_clientMiddlewareManifest.js
5486fecb0cc48203ed650b3cafc1435c70f071bf369478da46f30f39189bcbe8,267709,2,institutional_integrity/institutional_integrity_v0_3_release/02_founding_transaction/founding_board_adoption_packet_v0_3.pdf,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_3_release/02_founding_transaction/founding_board_adoption_packet_v0_3.pdf
5486fecb0cc48203ed650b3cafc1435c70f071bf369478da46f30f39189bcbe8,267709,2,institutional_integrity/institutional_integrity_v0_4_release/06_prior_baseline/founding_board_adoption_packet_v0_3.pdf,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_4_release/06_prior_baseline/founding_board_adoption_packet_v0_3.pdf
54a196f1c7ede79d26a93a5ea17c77f6af04c413b99bbde8f2ff6aa7fb799b40,1684,4,institutional_integrity/institutional_integrity_v0_2_release/modular_source/operations/20_external_integrity_review_terms.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_2_release/modular_source/operations/20_external_integrity_review_terms.md
54a196f1c7ede79d26a93a5ea17c77f6af04c413b99bbde8f2ff6aa7fb799b40,1684,4,institutional_integrity/institutional_integrity_v0_3/operations/20_external_integrity_review_terms.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_3/operations/20_external_integrity_review_terms.md
54a196f1c7ede79d26a93a5ea17c77f6af04c413b99bbde8f2ff6aa7fb799b40,1684,4,institutional_integrity/institutional_integrity_v0_4/operations/20_external_integrity_review_terms.md,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_4/operations/20_external_integrity_review_terms.md
54a196f1c7ede79d26a93a5ea17c77f6af04c413b99bbde8f2ff6aa7fb799b40,1684,4,operations/20_external_integrity_review_terms.md,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/operations/20_external_integrity_review_terms.md
55534027984ea53f1a232c4c0517fd21858e441fa7786a29f16ec235f2dc1568,12243,2,institutional_integrity/institutional_integrity_v0_4/tax_v04/form_1023_three_year_financial_projection_v0_4.xlsx,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_4/tax_v04/form_1023_three_year_financial_projection_v0_4.xlsx
55534027984ea53f1a232c4c0517fd21858e441fa7786a29f16ec235f2dc1568,12243,2,institutional_integrity/institutional_integrity_v0_4_release/03_tax/form_1023_three_year_financial_projection_v0_4.xlsx,05_INTEGRITY_SAFEGUARDING_AND_COMPLIANCE/institutional_integrity/institutional_integrity_v0_4_release/03_tax/form_1023_three_year_financial_projection_v0_4.xlsx
563248f99fb6f8bb5bf907522bb573e5bb276657751208a7f78f967ee090ed55,2400,2,community-platform/node_modules/next/dist/bundle-analyzer/__next._index.txt,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/bundle-analyzer/__next._index.txt
563248f99fb6f8bb5bf907522bb573e5bb276657751208a7f78f967ee090ed55,2400,2,community-platform/node_modules/next/dist/bundle-analyzer/_not-found/__next._index.txt,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/bundle-analyzer/_not-found/__next._index.txt
569e218ba41f55283dd4fc0f04b27f4dcb2f7f4fe8dad0bea3738a440ce961c1,144,2,community-platform/node_modules/@supabase/auth-js/dist/main/lib/polyfills.d.ts,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/auth-js/dist/main/lib/polyfills.d.ts
569e218ba41f55283dd4fc0f04b27f4dcb2f7f4fe8dad0bea3738a440ce961c1,144,2,community-platform/node_modules/@supabase/auth-js/dist/module/lib/polyfills.d.ts,06_DIGITAL_PLATFORM/community-platform/node_modules/@supabase/auth-js/dist/module/lib/polyfills.d.ts
56c05ad374e16a9654a5078c5d98d296c30afb5688983a3a15439c3141bcbc98,110782,2,provisional_theological_baseline_v0_8.pdf,80_HISTORICAL_AND_PREINTEGRATION_PACKAGES/top_level_foundational_exports/provisional_theological_baseline_v0_8.pdf
56c05ad374e16a9654a5078c5d98d296c30afb5688983a3a15439c3141bcbc98,110782,2,reference_v0.8/provisional_theological_baseline_v0_8.pdf,03_RELEASES_AND_BASELINES/reference_v0.8/provisional_theological_baseline_v0_8.pdf
56df0592364e1c299d7d8314f6bbbc45374d7b20026ad5ae66af24292b729405,3833,3,HTERP/HTERP_v0.1/source_ledger.md,02_RESEARCH_AND_EVIDENCE/HTERP/HTERP_v0.1/source_ledger.md
56df0592364e1c299d7d8314f6bbbc45374d7b20026ad5ae66af24292b729405,3833,3,HTERP/HTERP_v0.2/source_ledger.md,02_RESEARCH_AND_EVIDENCE/HTERP/HTERP_v0.2/source_ledger.md
56df0592364e1c299d7d8314f6bbbc45374d7b20026ad5ae66af24292b729405,3833,3,HTERP/HTERP_v1.4/source_ledger.md,02_RESEARCH_AND_EVIDENCE/HTERP/HTERP_v1.4/source_ledger.md
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/build/page-extensions-type.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/build/page-extensions-type.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/build/static-paths/types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/build/static-paths/types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/build/swc/types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/build/swc/types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/client/router-transition-types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/client/router-transition-types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/experimental/testmode/playwright/next-options.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/experimental/testmode/playwright/next-options.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/export/routes/types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/export/routes/types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/export/types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/export/types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/lib/metadata/types/icons.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/lib/metadata/types/icons.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/lib/metadata/types/manifest-types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/lib/metadata/types/manifest-types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/lib/metadata/types/opengraph-types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/lib/metadata/types/opengraph-types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/lib/metadata/types/resolvers.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/lib/metadata/types/resolvers.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/next-devtools/shared/hydration-error.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/next-devtools/shared/hydration-error.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/next-devtools/shared/types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/next-devtools/shared/types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/async-storage/with-store.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/async-storage/with-store.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/instrumentation/types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/instrumentation/types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/lib/router-utils/types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/lib/router-utils/types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/lib/types.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/lib/types.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/normalizers/normalizer.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/normalizers/normalizer.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/normalizers/request/pathname-normalizer.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/normalizers/request/pathname-normalizer.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/route-definitions/app-route-route-definition.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/route-definitions/app-route-route-definition.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/route-definitions/locale-route-definition.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/route-definitions/locale-route-definition.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/route-definitions/pages-api-route-definition.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/route-definitions/pages-api-route-definition.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/route-definitions/pages-route-definition.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/route-definitions/pages-route-definition.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/route-definitions/route-definition.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/route-definitions/route-definition.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/route-matcher-managers/route-matcher-manager.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/route-matcher-managers/route-matcher-manager.js.map
57d5f9d4373e34ef4d0d4d36f1d6fa9fbbb868a1c60d6cbd1993e6b2460ab5f5,67,39,community-platform/node_modules/next/dist/server/route-matcher-providers/dev/helpers/file-reader/file-reader.js.map,06_DIGITAL_PLATFORM/community-platform/node_modules/next/dist/server/route-matcher-providers/dev/helpers/file-reader/file-reader.js.map
